-0.0000000000,-0.0317279324,-0.0634239167,-0.0950560495,-0.1265924573,-0.1580013931,-0.1892512441,-0.2203105241,-0.2511479855,-0.2817325592,-0.3120334446,-0.3420201540,-0.3716624677,-0.4009305239,-0.4297949076,-0.4582265317,-0.4861967266,-0.5136773586,-0.5406408310,-0.5670598745,-0.5929079056,-0.6181589961,-0.6427876353,-0.6667689681,-0.6900790334,-0.7126941681,-0.7345917225,-0.7557495832,-0.7761464119,-0.7957618237,-0.8145759702,-0.8325698376,-0.8497254252,-0.8660254478,-0.8814533353,-0.8959937692,-0.9096320271,-0.9223542809,-0.9341478348,-0.9450008273,-0.9549022317,-0.9638421535,-0.9718115926,-0.9788024426,-0.9848077297,-0.9898214340,-0.9938384891,-0.9968547821,-0.9988673329,-0.9998741150,-0.9998741150,-0.9988673329,-0.9968547821,-0.9938384891,-0.9898214340,-0.9848077297,-0.9788024426,-0.9718115926,-0.9638421535,-0.9549022317,-0.9450008273,-0.9341478348,-0.9223543406,-0.9096320271,-0.8959937692,-0.8814533353,-0.8660253882,-0.8497254848,-0.8325698972,-0.8145759702,-0.7957618237,-0.7761464119,-0.7557495236,-0.7345917821,-0.7126942277,-0.6900790334,-0.6667689681,-0.6427875757,-0.6181589365,-0.5929079652,-0.5670599341,-0.5406408310,-0.5136773586,-0.4861966968,-0.4582264423,-0.4297949672,-0.4009305835,-0.3716624677,-0.3420201242,-0.3120333850,-0.2817324698,-0.2511480451,-0.2203105688,-0.1892512441,-0.1580013633,-0.1265923977,-0.0950559527,-0.0634239838,-0.0317279659,-0.0000000000
0.0317279324,0.0002798746,-0.0311571304,-0.0625327975,-0.0938075632,-0.1249461919,-0.1559155732,-0.1866837442,-0.2172195464,-0.2474923134,-0.2774719298,-0.3071287870,-0.3364335299,-0.3653572500,-0.3938715756,-0.4219484925,-0.4495603740,-0.4766801298,-0.5032811761,-0.5293373466,-0.5548231602,-0.5797136426,-0.6039842963,-0.6276112795,-0.6505713463,-0.6728421450,-0.6944017410,-0.7152289152,-0.7353032231,-0.7546049356,-0.7731151581,-0.7908155918,-0.8076888323,-0.8237183094,-0.8388882875,-0.8531839252,-0.8665910363,-0.8790964484,-0.8906878829,-0.9013539553,-0.9110839963,-0.9198685884,-0.9276990891,-0.9345677495,-0.9404677749,-0.9453933239,-0.9493396282,-0.9523026943,-0.9542797208,-0.9552687407,-0.9552687407,-0.9542797208,-0.9523026943,-0.9493396282,-0.9453933239,-0.9404677749,-0.9345677495,-0.9276990891,-0.9198685884,-0.9110839963,-0.9013539553,-0.8906878829,-0.8790964484,-0.8665910363,-0.8531839252,-0.8388882875,-0.8237183094,-0.8076888323,-0.7908155918,-0.7731151581,-0.7546049356,-0.7353032231,-0.7152289152,-0.6944017410,-0.6728421450,-0.6505713463,-0.6276111603,-0.6039841771,-0.5797135830,-0.5548231602,-0.5293373466,-0.5032811165,-0.4766800106,-0.4495603144,-0.4219484329,-0.3938715756,-0.3653572202,-0.3364334702,-0.3071287274,-0.2774719000,-0.2474922836,-0.2172195464,-0.1866837442,-0.1559155732,-0.1249461845,-0.0938075334,-0.0625327677,-0.0311571434,0.0002798611,0.0317279324
0.0634239167,0.0321745984,0.0009462853,-0.0302124992,-0.0612608194,-0.0921622738,-0.1228831336,-0.1533913612,-0.1836560816,-0.2136471868,-0.2433352917,-0.2726915479,-0.3016875684,-0.3302954435,-0.3584877253,-0.3862375319,-0.4135181606,-0.4403036535,-0.4665684104,-0.4922873378,-0.5174359083,-0.5419901013,-0.5659265518,-0.5892223120,-0.6118551493,-0.6338034272,-0.6550462246,-0.6755632162,-0.6953346133,-0.7143416405,-0.7325660586,-0.7499903440,-0.7665978670,-0.7823727131,-0.7972997427,-0.8113645911,-0.8245537877,-0.8368546963,-0.8482553959,-0.8587448597,-0.8683131933,-0.8769511580,-0.8846503496,-0.8914034963,-0.8972040415,-0.9020464420,-0.9059258699,-0.9088386297,-0.9107820988,-0.9117543697,-0.9117543697,-0.9107820988,-0.9088386297,-0.9059258699,-0.9020464420,-0.8972040415,-0.8914034963,-0.8846503496,-0.8769511580,-0.8683131933,-0.8587448597,-0.8482553959,-0.8368546963,-0.8245537877,-0.8113645911,-0.7972997427,-0.7823727131,-0.7665978670,-0.7499903440,-0.7325660586,-0.7143416405,-0.6953346133,-0.6755632162,-0.6550462246,-0.6338033676,-0.6118550301,-0.5892221928,-0.5659264326,-0.5419900417,-0.5174357891,-0.4922872484,-0.4665682614,-0.4403035045,-0.4135180414,-0.3862374425,-0.3584876955,-0.3302953839,-0.3016875088,-0.2726914883,-0.2433352470,-0.2136471868,-0.1836560816,-0.1533913612,-0.1228831336,-0.0921622738,-0.0612608083,-0.0302124862,0.0009462844,0.0321745910,0.0634239167
0.0950560495,0.0639462844,0.0328781419,0.0018953100,-0.0289629810,-0.0596609637,-0.0901653320,-0.1204445139,-0.1504682302,-0.1802070886,-0.2096325308,-0.2387165725,-0.2674317658,-0.2957512140,-0.3236485124,-0.3510976732,-0.3780730963,-0.4045498967,-0.4305034578,-0.4559096694,-0.4807449579,-0.5049863458,-0.5286114216,-0.5515981913,-0.5739253759,-0.5955721736,-0.6165184975,-0.6367448568,-0.6562323570,-0.6749628782,-0.6929190159,-0.7100839615,-0.7264416814,-0.7419769168,-0.7566753030,-0.7705228925,-0.7835068107,-0.7956149578,-0.8068358302,-0.8171589971,-0.8265747428,-0.8350743651,-0.8426497579,-0.8492939472,-0.8550005555,-0.8597642779,-0.8635805845,-0.8664459586,-0.8683577776,-0.8693140745,-0.8693140745,-0.8683577776,-0.8664459586,-0.8635805845,-0.8597642779,-0.8550005555,-0.8492939472,-0.8426497579,-0.8350743651,-0.8265747428,-0.8171589971,-0.8068358302,-0.7956149578,-0.7835068107,-0.7705228925,-0.7566753030,-0.7419769168,-0.7264416814,-0.7100839615,-0.6929190159,-0.6749628782,-0.6562323570,-0.6367448568,-0.6165184975,-0.5955721140,-0.5739253163,-0.5515981317,-0.5286113024,-0.5049862862,-0.4807448089,-0.4559095204,-0.4305032492,-0.4045496881,-0.3780729473,-0.3510975242,-0.3236484230,-0.2957511544,-0.2674317062,-0.2387164980,-0.2096324712,-0.1802070737,-0.1504682004,-0.1204445139,-0.0901653320,-0.0596609600,-0.0289629754,0.0018953155,0.0328781456,0.0639462844,0.0950560495
0.1265924573,0.0955743417,0.0646226704,0.0337765478,0.0030725186,-0.0274552889,-0.0577747151,-0.0878551677,-0.1176672280,-0.1471824646,-0.1763731837,-0.2052124143,-0.2336737216,-0.2617311776,-0.2893593907,-0.3165334165,-0.3432287276,-0.3694213331,-0.3950877488,-0.4202047586,-0.4447498024,-0.4687009156,-0.4920366108,-0.5147357583,-0.5367779732,-0.5581433773,-0.5788127184,-0.5987672806,-0.6179890037,-0.6364605427,-0.6541651487,-0.6710867286,-0.6872099042,-0.7025201321,-0.7170035243,-0.7306468487,-0.7434377074,-0.7553643584,-0.7664160132,-0.7765824795,-0.7858545184,-0.7942237854,-0.8016824722,-0.8082238436,-0.8138419390,-0.8185315132,-0.8222883344,-0.8251089454,-0.8269908428,-0.8279321790,-0.8279321790,-0.8269908428,-0.8251089454,-0.8222883344,-0.8185315132,-0.8138419390,-0.8082238436,-0.8016824722,-0.7942237854,-0.7858545184,-0.7765824795,-0.7664160132,-0.7553643584,-0.7434377074,-0.7306468487,-0.7170035243,-0.7025201321,-0.6872099042,-0.6710867286,-0.6541651487,-0.6364605427,-0.6179890037,-0.5987672806,-0.5788127184,-0.5581433177,-0.5367779136,-0.5147356987,-0.4920365512,-0.4687008858,-0.4447497427,-0.4202046096,-0.3950875103,-0.3694211543,-0.3432285786,-0.3165332973,-0.2893593013,-0.2617311180,-0.2336736619,-0.2052123696,-0.1763731241,-0.1471824050,-0.1176671907,-0.0878551453,-0.0577747114,-0.0274552833,0.0030725223,0.0337765478,0.0646226704,0.0955743417,0.1265924573
0.1580013931,0.1270339191,0.0961596072,0.0654136613,0.0348297656,0.0044399756,-0.0257251188,-0.0556362122,-0.0852650702,-0.1145843193,-0.1435673535,-0.1721882224,-0.2004215270,-0.2282423824,-0.2556264997,-0.2825498581,-0.3089890182,-0.3349210024,-0.3603232503,-0.3851736486,-0.4094506204,-0.4331330061,-0.4562002718,-0.4786322415,-0.5004093647,-0.5215126872,-0.5419237018,-0.5616245270,-0.5805978775,-0.5988271236,-0.6162962317,-0.6329898238,-0.6488931179,-0.6639922857,-0.6782739162,-0.6917253733,-0.7043347359,-0.7160908580,-0.7269832492,-0.7370023131,-0.7461391091,-0.7543855906,-0.7617344260,-0.7681789994,-0.7737137079,-0.7783334255,-0.7820341587,-0.7848126888,-0.7866663337,-0.7875936031,-0.7875936031,-0.7866663337,-0.7848126888,-0.7820341587,-0.7783334255,-0.7737137079,-0.7681789994,-0.7617344260,-0.7543855906,-0.7461391091,-0.7370023131,-0.7269832492,-0.7160908580,-0.7043347359,-0.6917253733,-0.6782739162,-0.6639922857,-0.6488931179,-0.6329898238,-0.6162962317,-0.5988271236,-0.5805978775,-0.5616245270,-0.5419237018,-0.5215126872,-0.5004093647,-0.4786322117,-0.4562002122,-0.4331329763,-0.4094505310,-0.3851735294,-0.3603231013,-0.3349208534,-0.3089888990,-0.2825497687,-0.2556264400,-0.2282423675,-0.2004214823,-0.1721881777,-0.1435673237,-0.1145842820,-0.0852650329,-0.0556361936,-0.0257251076,0.0044399854,0.0348297693,0.0654136613,0.0961596072,0.1270339191,0.1580013931
0.1892512441,0.1582982987,0.1274661720,0.0967867225,0.0662908778,0.0360085145,0.0059684464,-0.0238015391,-0.0532745384,-0.0824244097,-0.1112257093,-0.1396535933,-0.1676837802,-0.1952924728,-0.2224563509,-0.2491525263,-0.2753585279,-0.3010523915,-0.3262126148,-0.3508180082,-0.3748479486,-0.3982822299,-0.4211011529,-0.4432855546,-0.4648166597,-0.4856763482,-0.5058468580,-0.5253111720,-0.5440528393,-0.5620558262,-0.5793048143,-0.5957850814,-0.6114826202,-0.6263840199,-0.6404764652,-0.6537479162,-0.6661870480,-0.6777830124,-0.6885259151,-0.6984064579,-0.7074160576,-0.7155470848,-0.7227926254,-0.7291461825,-0.7346023321,-0.7391563654,-0.7428043485,-0.7455431223,-0.7473702431,-0.7482842207,-0.7482842207,-0.7473702431,-0.7455431223,-0.7428043485,-0.7391563654,-0.7346023321,-0.7291461825,-0.7227926254,-0.7155470848,-0.7074160576,-0.6984064579,-0.6885259151,-0.6777830124,-0.6661870480,-0.6537479162,-0.6404764652,-0.6263840199,-0.6114826202,-0.5957850814,-0.5793048143,-0.5620558262,-0.5440528393,-0.5253111720,-0.5058468580,-0.4856763482,-0.4648166597,-0.4432854950,-0.4211010933,-0.3982821703,-0.3748478591,-0.3508178890,-0.3262124956,-0.3010523319,-0.2753584385,-0.2491524220,-0.2224563062,-0.1952924430,-0.1676837504,-0.1396535635,-0.1112256721,-0.0824243650,-0.0532745011,-0.0238015130,0.0059684678,0.0360085331,0.0662908778,0.0967867225,0.1274661720,0.1582982987,0.1892512441
0.2203105241,0.1893398464,0.1585180908,0.1278741658,0.0974364802,0.0672327355,0.0372898988,0.0076341173,-0.0217091460,-0.0507150851,-0.0793594941,-0.1076187119,-0.1354695708,-0.1628894061,-0.1898559183,-0.2163473219,-0.2423421890,-0.2678195238,-0.2927588224,-0.3171398640,-0.3409429491,-0.3641488552,-0.3867387176,-0.4086941481,-0.4299973845,-0.4506309927,-0.4705781639,-0.4898225069,-0.5083484054,-0.5261404514,-0.5431840420,-0.5594651103,-0.5749702454,-0.5896866322,-0.6036020517,-0.6167048812,-0.6289843917,-0.6404302120,-0.6510328054,-0.6607834101,-0.6696736813,-0.6776963472,-0.6848446727,-0.6911126971,-0.6964950562,-0.7009873390,-0.7045857310,-0.7072871923,-0.7090893388,-0.7099908590,-0.7099908590,-0.7090893388,-0.7072871923,-0.7045857310,-0.7009873390,-0.6964950562,-0.6911126971,-0.6848446727,-0.6776963472,-0.6696736813,-0.6607834101,-0.6510328054,-0.6404302120,-0.6289843917,-0.6167048812,-0.6036020517,-0.5896866322,-0.5749702454,-0.5594651103,-0.5431840420,-0.5261404514,-0.5083484054,-0.4898225069,-0.4705781639,-0.4506309927,-0.4299973249,-0.4086940289,-0.3867385387,-0.3641487062,-0.3409428596,-0.3171397448,-0.2927587032,-0.2678194642,-0.2423421144,-0.2163472474,-0.1898558587,-0.1628893316,-0.1354695112,-0.1076186523,-0.0793594345,-0.0507150330,-0.0217091031,0.0076341517,0.0372899286,0.0672327653,0.0974364877,0.1278741658,0.1585180908,0.1893398464,0.2203105241
0.2511479855,0.2201304436,0.1892901212,0.1586533338,0.1282461286,0.0980940610,0.0682222620,0.0386552252,0.0094168922,-0.0194693170,-0.0479804911,-0.0760941952,-0.1037884280,-0.1310416162,-0.1578326225,-0.1841406673,-0.2099453658,-0.2352267653,-0.2599652708,-0.2841416895,-0.3077372015,-0.3307334781,-0.3531125486,-0.3748569489,-0.3959496319,-0.4163741171,-0.4361142814,-0.4551545084,-0.4734797776,-0.4910754859,-0.5079277158,-0.5240230560,-0.5393486023,-0.5538921952,-0.5676420927,-0.5805872679,-0.5927174091,-0.6040226221,-0.6144937873,-0.6241225004,-0.6329008937,-0.6408219337,-0.6478791237,-0.6540668011,-0.6593799591,-0.6638141870,-0.6673659682,-0.6700323820,-0.6718111038,-0.6727008820,-0.6727008820,-0.6718111038,-0.6700323820,-0.6673659682,-0.6638141870,-0.6593799591,-0.6540668011,-0.6478791237,-0.6408219337,-0.6329008937,-0.6241225004,-0.6144937873,-0.6040226221,-0.5927174091,-0.5805872679,-0.5676420927,-0.5538921952,-0.5393486023,-0.5240230560,-0.5079277158,-0.4910754859,-0.4734797776,-0.4551545084,-0.4361142814,-0.4163740873,-0.3959495723,-0.3748568296,-0.3531123996,-0.3307332993,-0.3077370524,-0.2841415405,-0.2599651515,-0.2352266908,-0.2099453211,-0.1841406077,-0.1578325480,-0.1310415417,-0.1037883461,-0.0760941282,-0.0479804315,-0.0194692612,0.0094169406,0.0386552624,0.0682222992,0.0980940983,0.1282461286,0.1586533338,0.1892901212,0.2201304436,0.2511479855
0.2817325592,0.2506418228,0.2197566032,0.1891009063,0.1586985588,0.1285731196,0.0987478495,0.0692455992,0.0400887765,0.0112993866,-0.0171009880,-0.0450911596,-0.0726503283,-0.0997580513,-0.1263943017,-0.1525393724,-0.1781738847,-0.2032788992,-0.2278357893,-0.2518263161,-0.2752326429,-0.2980372310,-0.3202230632,-0.3417734504,-0.3626722097,-0.3829036057,-0.4024522901,-0.4213033617,-0.4394425750,-0.4568560421,-0.4735303223,-0.4894527197,-0.5046110153,-0.5189934373,-0.5325888395,-0.5453867912,-0.5573773384,-0.5685510635,-0.5788992643,-0.5884138942,-0.5970875025,-0.6049132943,-0.6118851304,-0.6179975271,-0.6232457161,-0.6276255250,-0.6311335564,-0.6337670088,-0.6355237961,-0.6364025474,-0.6364025474,-0.6355237961,-0.6337670088,-0.6311335564,-0.6276255250,-0.6232457161,-0.6179975271,-0.6118851304,-0.6049132943,-0.5970875025,-0.5884138942,-0.5788992643,-0.5685510635,-0.5573773384,-0.5453867912,-0.5325888395,-0.5189934373,-0.5046110153,-0.4894527197,-0.4735303223,-0.4568560421,-0.4394425750,-0.4213033617,-0.4024522305,-0.3829035163,-0.3626721203,-0.3417733312,-0.3202229142,-0.2980370820,-0.2752324939,-0.2518261969,-0.2278356850,-0.2032788247,-0.1781738400,-0.1525392979,-0.1263942271,-0.0997579768,-0.0726502463,-0.0450910889,-0.0171009228,0.0112994490,0.0400888324,0.0692456439,0.0987478942,0.1285731494,0.1586985737,0.1891009063,0.2197566032,0.2506418228,0.2817325592
